movie,reviewer,metascore,review_score,review_text,review_date,release_date,acclaim_rate,user_score,director,languages,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Talk-Show,Thriller,War,Western,unknown,release_decade
My Best Friend's Wedding,Elvis Mitchell,50.0,40,"Obtuse, prettily decorative comedy. Characters burst gaily into song when, as often happens, they don't have anything better to do.",,1997-06-20,Generally favorable reviews,76.0,P.J. Hogan,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990s
Sin City: A Dame To Kill For,Jeannette Catsoulis,46.0,40,"The best antidote to all the glowering and posing is Eva Green: As Ava, the titular dame, she’s nothing short of a godsend.",2014-08-21,2014-08-22,Generally favorable reviews,80.0,Frank Miller,English,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010s
Jane Got a Gun,Glenn Kenny,49.0,40,Whatever feminist angle the film might have once aspired to is lost in its listless shuffle.,2016-01-29,2016-01-29,Mixed or average reviews,54.0,Gavin O'Connor,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2010s
Twisted,Dana Stevens,26.0,40,"Laborious and nonsensical psychological thriller, a mediocre piece of studio hackwork unredeemed by a first-rate director.",,2004-02-27,Overwhelming dislike,18.0,Philip Kaufman,English,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2000s
The Princess Diaries 2: Royal Engagement,Manohla Dargis,43.0,40,"Mr. Marshall, is not much of a film director. Depending on the budget, his movies look either cheap (like this one) or studio slick (""Pretty Woman""), and tend to have the same flat, presentational visual style that's familiar from most sitcoms.",,2004-08-11,Mixed or average reviews,60.0,Garry Marshall,English,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2000s
Love in the Time of Cholera,Stephen Holden,43.0,40,"Faithful to the outline of the novel but emotionally and spiritually anemic, it slides into the void between art and entertainment, where well-intended would-be screen epics often land with a thud.",,2007-11-16,Mixed or average reviews,53.0,Mike Newell,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000s
A View to a Kill,Janet Maslin,40.0,40,"As lavishly escapist as they are, the latest James Bond films have become strenuous to watch, now that the business of maintaining Bond's casual savoir-faire looks like such a monumental chore.",,1985-05-24,No score yet,,John Glen,English,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1980s
Dominion: Prequel to the Exorcist,Stephen Holden,55.0,40,"There's no escaping that ""Dominion"" is finally an act of commercial scavenging. You may retrieve the eggshells, coffee grounds and banana peels from your trash and assemble them into a cute, novelty gift basket. But if you bend down and take a whiff, your nose is still met with the scent of garbage.",,2005-05-20,Generally favorable reviews,63.0,Paul Schrader,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2000s
Fun Mom Dinner,Nicole Herrington,46.0,40,All four actresses have a natural chemistry and manage to give some inner dimensions to these otherwise archetypal characters.,2017-08-03,2017-08-04,No score yet,,Alethea Jones,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Collaborator,Stephen Holden,56.0,40,Collaborator has the tone and structure of an extended one-act play. Its uniformly wooden dialogue lends it the stage-bound feel of a tortured writing exercise.,2012-07-05,2012-07-06,No score yet,,Martin Donovan,English,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Imagine Me & You,Manohla Dargis,49.0,40,Enervating trifle.,,2006-01-27,Generally favorable reviews,75.0,Ol Parker,English,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000s
When the Game Stands Tall,Anita Gates,41.0,40,"Thomas Carter, the director, whips us into a frenzy during the big winning-again-is-everything game, as all sports underdog movies must. But in the end, the only real impact is limited to a few scenes.",2014-08-21,2014-08-22,Generally favorable reviews,68.0,Thomas Carter,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010s
Avé,Jon Caramanica,,40,"No one can really run away - that's the animating principle of the Bulgarian film Avé, which is placid and unchallenging, with tiny eruptions of striking purpose.",2012-10-04,2012-10-05,No score yet,,Konstantin Bojanov,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Fifty Shades of Black,Andy Webster,28.0,40,"As with other staples of the screen-parody genre, the comic bull’s-eyes arrive only intermittently.",2016-01-29,2016-01-29,Generally unfavorable reviews,20.0,Michael Tiddes,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Get Hard,A.O. Scott,34.0,40,The highest praise I can give Get Hard is that it is not quite as awful as it could have been.,2015-03-26,2015-03-27,Mixed or average reviews,42.0,Etan Cohen,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Trash Humpers,Jeannette Catsoulis,33.0,40,"Idolized in some quarters and reviled in others, Mr. Korine, now 37, may be a bit long in the tooth for the enfant terrible act.",,2010-05-07,Generally favorable reviews,74.0,Harmony Korine,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Mechanic: Resurrection,Andy Webster,38.0,40,"If not for Mr. Jones, “Resurrection,” while competently edited, would be devoid of humor, an area where Mr. Statham has shown promise in the past.",2016-08-27,2016-08-26,Mixed or average reviews,54.0,Dennis Gansel,English,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010s
Rites of Spring,Andy Webster,33.0,40,"The cinematographer, Carl Herse, knows his way around genre staples like claustrophobic cornfields, animal carcasses, porcelain-doll heads, voyeur perspectives, decrepit interiors and, of course, the time-honored serial-killer wall, with thumbtacked clippings and photographs about old murders. Nevertheless, Rites of Spring yields a slender bounty.",2012-07-26,2012-07-27,No score yet,,Padraig Reynolds,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010s
How I Killed My Father,A.O. Scott,78.0,40,"A kind of murder mystery, but eventually the only victim is the audience's interest -- the picture is uncompromising and inauspicious.",,2002-08-23,No score yet,,Anne Fontaine,French,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2000s
Narco Cultura,Stephen Holden,74.0,40,"Narco Cultura feels like two short films sandwiched together to make a feature. One is a shallow pop-music documentary focusing on Mr. Quintero. The other is an equally superficial portrait of the embattled Ciudad Juárez, across the border from El Paso.",2013-11-21,2013-11-22,Mixed or average reviews,47.0,Shaul Schwarz,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2010s
The Hebrew Hammer,Dana Stevens,41.0,40,"Would have worked brilliantly as a five-minute late-night comedy sketch, flogs its premise for nearly an hour and a half, generating too few laughs to justify the enterprise.",,2003-12-19,Generally favorable reviews,74.0,Jonathan Kesselman,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Welcome to Mooseport,Dave Kehr,33.0,40,A terminally mild attempt to revive the populist political comedy pioneered by Frank Capra in the 1930's.,,2004-02-20,Generally unfavorable reviews,34.0,Donald Petrie,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000s
"New York, I Love You",A.O. Scott,49.0,40,"The pieces of New York, I Love You make up a parallel city that no one would want to live in, much less visit.",,2009-10-16,Mixed or average reviews,54.0,Allen Hughes,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000s
The Greasy Strangler,Andy Webster,58.0,40,Its willful determination to be outré proves its undoing.,2016-10-27,2016-10-07,Mixed or average reviews,48.0,Jim Hosking,English,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010s
Catch Hell,Nicolas Rapold,40.0,40,A certain curiosity value arises out of Mr. Phillippe’s coincidental occupation here as a professional actor and a director.,2014-10-09,2014-10-10,Generally favorable reviews,65.0,Ryan Phillippe,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010s
The Hunting Party,Manohla Dargis,54.0,40,"A misfired, misguided would-be satire.",,2007-09-07,Generally favorable reviews,67.0,Richard Shepard,English,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2000s
The Color of Time,Nicolas Rapold,34.0,40,"The film is too sincere an expression of admiration for this poet’s work to feel pretentious, but it’s like a music video for the poems, often literal in its biographical readings.",2014-12-11,2014-12-12,No score yet,,Alexis Gambis,English,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010s
Ava's Possessions,Jeannette Catsoulis,53.0,40,"Though at times pleasingly quirky, the story is too slackly written and insipidly photographed to entertain.",2016-03-03,2016-03-04,Mixed or average reviews,45.0,Jordan Galland,English,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2010s
Undead,Laura Kern,34.0,40,"In the end, the film is a stale, derivative mess that borrows heavily from every zombie and alien movie worthy of imitation, to only ho-hum effect.",,2005-07-01,Mixed or average reviews,58.0,Michael Spierig,English,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000s
Proteus,Jeannette Catsoulis,67.0,40,An incomplete portrait of a complicated man.,,2005-08-05,No score yet,,David Lebrun,English,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Saban's Power Rangers,Andy Webster,44.0,40,"When the Rangers engage in “Transformers”-lite mayhem, an intriguing group portrait collapses into generic pyrotechnics.",2017-03-23,2017-03-24,Generally favorable reviews,69.0,Dean Israelite,English,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010s
Hidalgo,A.O. Scott,54.0,40,"The much too long, primitively plotted family action adventure Hidalgo, directed by Joe Johnston, has a handful of well-handled sequences but, given the young audience the film is intended for, the picture may be like having to finish an entire pot of broccoli to get a couple of jelly beans for dessert.",,2004-03-05,Generally favorable reviews,76.0,Joe Johnston,English,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Phenomenon,Elvis Mitchell,41.0,40,"A whopping wrong turn throws this lightweight, benign-looking movie terminally off course.",,1996-07-03,Universal acclaim,89.0,Jon Turteltaub,English,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990s
Wild Hogs,A.O. Scott,27.0,40,"Mr. Lawrence and Mr. Allen, who have never aspired very far beyond their affable television-comedy personas, are easier to watch than Mr. Travolta or Mr. Macy, who both undertake what can only be called acting. This is more than the picture deserves, but then again, so is Ray Liotta, as the chieftain of the bad bikers, and so is Ms. Tomei.",,2007-03-02,Mixed or average reviews,51.0,Walt Becker,English,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Hounddog,Jeannette Catsoulis,31.0,40,Hounddog is never more than a sluggish dawdle from shack to swimmin' hole and back again.,,2008-09-19,Generally favorable reviews,63.0,Deborah Kampmeier,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Man of the Year,A.O. Scott,39.0,40,"It swerves from thriller to romantic comedy to farce without much conviction, though you can occasionally salvage a glimmer of amusing possibility. Mr. Williams scores with a few throwaway jokes.",,2006-10-13,Mixed or average reviews,51.0,Barry Levinson,English,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2000s
Hit by Lightning,Ben Kenigsberg,31.0,40,"Even with a few late twists, concept exceeds execution.",2014-10-30,2014-10-31,Mixed or average reviews,45.0,Ricky Blitt,English,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010s
The Brave One,A.O. Scott,56.0,40,"Don’t be fooled. The Brave One, though well cast and smoothly directed, is just as crude and ugly as you want it to be.",,2007-09-14,Generally favorable reviews,71.0,Neil Jordan,English,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2000s
The Stoning of Soraya M.,Stephen Holden,50.0,40,Thoroughly blurs the line between high-minded outrage and lurid torture-porn.,,2009-06-26,Universal acclaim,86.0,Cyrus Nowrasteh,English,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
The Barber,Neil Genzlinger,39.0,40,"Scott Glenn handles the balancing act required of him in “The Barber” with his usual skill... The film, though, delivers its plot twists muddily and doesn’t really distinguish itself from the countless other creepy-killer tales out there.",2015-03-26,2015-03-27,Mixed or average reviews,40.0,Basel Owies,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010s
In the Blood,Andy Webster,40.0,40,"Deficient even in most of its set pieces, In the Blood does Ms. Carano (and Caribbean tourism) few favors. Somebody, please give her a better script and director.",2014-04-03,2014-04-04,Mixed or average reviews,54.0,John Stockwell,English,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010s
Greenfingers,Dave Kehr,46.0,40,"The film is as synthetic as a rubber rose, but it is all but indistinguishable from the organically grown, bred-in-Britain article.",,2001-07-27,Universal acclaim,81.0,Joel Hershman,English,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000s
Crazy Eyes,Stephen Holden,31.0,40,"If it feels uncomfortably real, it's because its vision of decadence (if you'll pardon the word) is almost unwatchably creepy. Crazy Eyes awakens the same queasiness. Yes, it feels true. But why bother?",2012-07-05,2012-07-06,No score yet,,Adam Sherman,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Jailbait,Laura Kern,41.0,40,"A stagy, only mildly compelling prison drama that ends up feeling like purgatory to all involved.",,2006-08-04,No score yet,,Brett C Leonard,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Milan Hlavsa a Plastic People of the Universe,Dave Kehr,54.0,40,"In short, here is a VH1 ""Behind the Music"" special that has something a little more special behind it: music that didn't sell many records but helped change a nation.",,2002-01-18,No score yet,,Jana Chytilová,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
The Ballad of Bering Strait,A.O. Scott,49.0,40,"This competently made picture seems a rehash, and not a terribly interesting one. What's remarkable about it is how unremarkable it is.",,2003-02-19,No score yet,,Nina Gilden Seavey,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Mojin: The Lost Legend,Daniel M. Gold,48.0,40,What starts eerie becomes strictly cartoonish.,2015-12-17,2015-12-18,Universal acclaim,83.0,Wu Ershan,Mandarin,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
The Great Wall,Manohla Dargis,42.0,40,"The Great Wall flirts with romance and bleats out a little propagandistic blather about the benefits of bilateral action, but the focus throughout remains on multitudes of shifting, surging bodies — human and beast, digital and not — that, as they ebb and flow, resemble a Chinese military pageant and a lavish Busby Berkeley number.",2017-02-16,2017-02-17,Mixed or average reviews,58.0,Yimou Zhang,English,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2010s
Pad Yatra: A Green Odyssey,Neil Genzlinger,61.0,40,"The purpose was no doubt more spiritual than the film conveys; if so, the execution doesn’t do the effort justice.",2013-11-28,2013-11-15,No score yet,,Wendy J.N. Lee,English,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Chasing Liberty,A.O. Scott,46.0,40,"The lack of narrative sophistication allows an Ecstasy-like disposition to set in; ""Liberty"" becomes goo-goo eyed over itself. It lacks the discipline to define Anna sufficiently; rather, it portrays her as either a lovable na&#239;f or a spoiled narcissist in desperate need of a lesson.",,2004-01-09,Generally favorable reviews,63.0,Andy Cadiff,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000s
Particles of Truth,Ned Martel,48.0,40,Tense and tiresome.,,2004-09-17,Generally favorable reviews,68.0,Jennifer Elster,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Come What May,Glenn Kenny,45.0,40,"The depredations of the Nazis are depicted in a way that will make viewers want to declare war on Germany anew. But Come What May is also too pretty of a movie. It is often sentimental and, worse, schematic.",2016-09-08,2016-09-09,No score yet,,Christian Carion,English,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010s
The Genital Warriors,Daniel M. Gold,,40,"The movie touches on some worthy topics — sex, age, ego, desire, reason, insanity, death — but never focuses long on any of them: Some bits are amusing, most are simply tedious.",2015-12-17,2015-12-18,No score yet,,Matthew Way,German,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
The Crew,Dana Stevens,37.0,40,"Some of it is, I'll admit, pretty funny.",,2000-08-25,No score yet,,Michael Dinner,English,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990s
Empty Nest,Nathan Lee,49.0,40,"The film dithers along with Leonardo, whose self-involved tedium -- and the movie's -- is occasionally interrupted by fantasy sequences.",,2009-04-24,No score yet,,Daniel Burman,Spanish,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Book of Shadows: Blair Witch 2,Stephen Holden,15.0,40,"A clever if muddled collection of riffs on the ""Blair Witch"" juggernaut, dressed up with intellectual pretensions by Joe Berlinger, who directed this film with a chortling zest.",,2000-10-27,Generally unfavorable reviews,32.0,Joe Berlinger,English,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1990s
Double Dhamaal,Rachel Saltz,,40,"Unless your idea of a good joke is a golf ball thwacked into an unsuspecting crotch or the old frying-pan-in-the-kisser gag, you probably won't like this movie.",2011-06-28,2011-06-24,No score yet,,Indra Kumar,Hindi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Kalamity,Stephen Holden,28.0,40,"For all its seriousness, Kalamity lacks a steady narrative drive; its speeches are too long, and its themes become repetitive.",2010-10-21,2010-10-22,No score yet,,James M. Hausler,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2000s
Ayurveda: Art of Being,Dave Kehr,45.0,40,"As a believer preaching to an audience of believers, he (Nalin) feels no need to offer proofs or anything even approaching a rational argument.",,2002-07-17,Generally favorable reviews,80.0,Pan Nalin,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Sugar & Spice,Dana Stevens,48.0,40,"The movie is full of scattershot gags and indifferent acting, but you get the feeling that it's bad on purpose, which makes it, given the number of teenage movies that are terrible by accident, not bad at all.",,2001-01-26,Universal acclaim,92.0,Francine McDougall,English,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Flashdance,Janet Maslin,39.0,40,"With a score by Giorgio Moroder, and with ingenious costumes that are utterly au courant, Flashdance contains such dynamic dance scenes that it's a pity there's a story here to bog them down.",,1983-04-15,Mixed or average reviews,56.0,Adrian Lyne,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1980s
The Alamo,A.O. Scott,47.0,40,Thornton's performance is lost in a film that is more of a schematic success than a dramatic one.,,2004-04-09,Generally favorable reviews,63.0,John Lee Hancock,English,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2000s
Divergent,Manohla Dargis,48.0,40,"Ms. Roth’s prose style is good enough and Tris appealing enough that, at least in the book, it’s easy to breeze past the plot holes. It’s harder to ignore those flaws in the movie, partly because the director, Neil Burger (“Limitless”), gives you little to hang onto — beauty, thrills, a visual style.",2014-03-20,2014-03-21,Mixed or average reviews,59.0,Neil Burger,English,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2010s
The Dukes of Hazzard,Dana Stevens,33.0,40,"It would help if the movie were actually funny - or if it actually bothered to be a movie, rather than some car chases punctuated by shots of Ms. Simpson sashaying toward the camera (or more often, away from it).",,2005-08-05,Mixed or average reviews,47.0,Jay Chandrasekhar,English,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Tip Top,Ben Kenigsberg,64.0,40,"The humor of this situation — or of any of the movie’s strained wackiness — doesn’t particularly translate. It also does little to illuminate the more serious commentary on immigration, the legacy of colonialism and the tensions within the country’s Algerian communities.",2014-12-11,2014-12-12,No score yet,,Serge Bozon,French,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010s
Camera Obscura,Andy Webster,35.0,40,"Fortunately, Camera Obscura has decent actors to flesh out its dubious premise.... But their diligent efforts cannot raise the whole enterprise above a mere exercise.",2017-06-08,2017-06-09,No score yet,,Aaron B. Koontz,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010s
Where Hope Grows,Neil Genzlinger,41.0,40,"Once the proselytizing takes over, so does the predictability.",2015-05-14,2015-05-15,Generally favorable reviews,76.0,Chris Dowling,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
The Adventures of Sharkboy and Lavagirl 3-D,Lawrence Van Gelder,38.0,40,"Mr. Rodriguez seems unsure what his film is really about, making the moral of the story -- ""dream an unselfish dream"" -- feel more like a vaguely judgmental homily than a satisfying conclusion.",,2005-06-10,Mixed or average reviews,43.0,Robert Rodriguez,English,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Trade of Innocents,Jeannette Catsoulis,29.0,40,"Part infomercial, part public-service announcement, Trade of Innocents carries such a suffocating human-rights burden that it never had much chance of becoming an actual movie. Yes, child trafficking is horrific; but embedding your raise-the-alarm mission in a film this inept runs the risk of arousing more amusement than activism.",2012-10-04,2012-10-05,No score yet,,Christopher Bessette,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010s
Tenderness,Stephen Holden,,40,"Tenderness is a movie undone by its formulaic plot conventions, and its need to give its star more screen time than his characters merits.",,2009-12-11,Mixed or average reviews,40.0,John Polson,English,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2000s
Wonder Boys,Dana Stevens,73.0,40,"With so much going for it, how could the movie be such a dud?",,2000-02-25,Generally favorable reviews,80.0,Curtis Hanson,English,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990s
Meeting Resistance,,49.0,40,"Many interviewees concede that the resistance is both disorganized and decentralized, and imply that some of the fighters are ethnic partisans jockeying for a slice of what will remain should the United States pull out.",,2007-10-19,No score yet,,Molly Bingham,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Under the Same Moon (La misma luna),Jeannette Catsoulis,59.0,40,"This is screenwriting by numbers. Unlike, say, Ken Loach’s marvelous “Bread and Roses,” Under the Same Moon is too busy sanctifying its protagonists and prodding our tear ducts to say anything remotely novel about immigration policies or their helpless victims.",,2008-03-19,Generally favorable reviews,80.0,Patricia Riggen,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Triple 9,Manohla Dargis,52.0,40,"Mr. Hillcoat wears his nihilism easily and persuasively (his films include “The Road”), so his weird bids at mordant comedy feel as forced as they are ill-considered.",2016-02-25,2016-02-26,Generally favorable reviews,62.0,John Hillcoat,English,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010s
Back to the Future Part III,Vincent Canby,55.0,40,"Except for Mr. Lloyd, the film is so sweet-natured and bland that it is almost instantly forgettable.",,1990-05-25,Universal acclaim,85.0,Robert Zemeckis,English,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1980s
"Love, Rosie",Ben Kenigsberg,44.0,40,"Whether the material is “Much Ado About Nothing” or “When Harry Met Sally,” if your story requires keeping true loves apart, it is often polite to pass the time with a steady flow of comedy.",2015-02-05,2015-02-06,Generally favorable reviews,69.0,Christian Ditter,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010s
Meet the Robinsons,A.O. Scott,61.0,40,Meet the Robinsons is surely one of the worst theatrically released animated features issued under the Disney label in quite some time.,,2007-03-30,Generally favorable reviews,66.0,Stephen J. Anderson,English,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000s
In the Land of Women,Stephen Holden,47.0,40,"The meek, mopey comedy In the Land of Women is the film equivalent of a sensitive emo band with one foot in alternative rock and the other in the squishy pop mainstream: a softer, fuzzier ""Garden State.""",,2007-04-20,Mixed or average reviews,55.0,Jon Kasdan,English,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000s
Gods of Egypt,Manohla Dargis,25.0,40,"If Gods of Egypt were any worse, it might be a masterpiece.",2016-02-25,2016-02-26,Mixed or average reviews,44.0,Alex Proyas,English,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
My Name Is Hmmm...,Stephen Holden,32.0,40,"My Name Is Hmmm ... has its magical moments, but they are sabotaged by the director’s showy, ham-handed technique applied to a frustratingly threadbare screenplay that leaves you wanting more.",2015-01-27,2015-01-28,No score yet,,Agnès B.,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
